Point,Type,NAME,KIND,ADMINCODE,ADDRESS
"[[121.44559482, 31.18985478]]",3,上海中医药大学附属龙华医院－住院部,7204,310104,宛平南路725号
"[[121.44487337999999, 31.189953555000002]]",3,上海中医药大学附属龙华医院－门诊,7204,310104,宛平南路725号
"[[121.44610584, 31.190045669999986]]",3,上海中医药大学附属龙华医院－血液透析室,7204,310104,宛平南路725号
"[[121.44626639999996, 31.190275980000035]]",3,上海中医药大学附属龙华医院－高压氧舱,7204,310104,宛平南路725号
"[[121.69861469999998, 31.190522309999988]]",3,浦东新区人民医院－高压氧舱科,7204,310115,川环南路490号
"[[121.54611149999997, 31.19060200500001]]",3,上海市第一妇婴保健院南门,7200,310115,高科西路2699号
"[[121.44605597999995, 31.190615459999968]]",3,上海中医药大学附属龙华医院－发热门诊,7204,310104,零陵路532－3临
"[[121.44549473999999, 31.190644439999968]]",3,上海中医药大学附属龙华医院－药剂楼,7204,310104,零陵路532－2临
"[[121.69960325999996, 31.190670585]]",3,浦东新区人民医院－发热门诊,7204,310115,川环南路490号
"[[121.69960325999996, 31.190670585]]",3,浦东新区人民医院－感染性疾病科,7204,310115,川环南路490号
"[[121.69997261999997, 31.19067998999998]]",3,浦东新区人民医院－肠道门诊,7204,310115,川环南路490号
"[[121.44615624, 31.190685615]]",3,上海中医药大学附属龙华医院－肠道门诊,7204,310104,零陵路532－3临
"[[121.44621636, 31.190705729999976]]",3,上海中医药大学附属龙华医院－肝科病房,7204,310104,零陵路532－3临
"[[121.44621636, 31.190705729999976]]",3,上海中医药大学附属龙华医院－肝科门诊,7204,310104,零陵路532－3临
"[[121.69924379999998, 31.19077111499997]]",3,浦东新区人民医院－门诊,7204,310115,川环南路490号
"[[121.70002248, 31.19077984499998]]",3,浦东新区人民医院－肝炎门诊,7204,310115,川环南路490号
"[[121.44622644000003, 31.19085571500004]]",3,龙华医院科技楼,7204,310104,零陵路532－3临
"[[121.69997261999997, 31.190999804999972]]",3,浦东新区人民医院行业体检中心,7204,310115,川环南路490号
"[[121.41623052, 31.191150825000033]]",3,上海万众医院－门诊大楼,7204,310104,吴中路2－1临
"[[121.41623052, 31.191150825000033]]",3,上海万众医院－口腔科,7204,310104,吴中路2－1临
"[[121.41623052, 31.191150825000033]]",3,上海万众医院,7200,310104,吴中路2－1临
"[[121.41623052, 31.191150825000033]]",3,上海万众医院－泌尿外科,7204,310104,吴中路2－1临
"[[121.41623052, 31.191150825000033]]",3,万众医院－整形美容科,7204,310104,吴中路2－1临
"[[121.41623052, 31.191150825000033]]",3,上海万众医院－妇科,7204,310104,吴中路2－1临
"[[121.41623052, 31.191150825000033]]",3,上海万众医院－耳鼻喉科,7204,310104,吴中路2－1临
"[[121.69989252, 31.19149966500003]]",3,浦东新区人民医院－肺科门诊,7204,310115,川环南路490号
"[[121.54496849999998, 31.191589169999975]]",3,上海市第一妇婴保健院－教学行政楼,7204,310115,
"[[121.54699835999999, 31.191592589999992]]",3,上海市第一妇婴保健院－STD门诊,7204,310115,
"[[121.54644180000003, 31.191631019999974]]",3,上海市第一妇婴保健院－门诊,7204,310115,
"[[121.69862459999999, 31.191891525000035]]",3,浦东新区人民医院－健康体检中心,7204,310115,川环南路490号
"[[121.70816154000002, 31.191897825000023]]",3,上海川南门诊部,7200,310115,川环南路71
"[[121.41717263999996, 31.191922260000002]]",3,复旦大学附属华山医院PET中心,7200,310104,吴中东路518
"[[121.54729482, 31.192013384999992]]",3,上海市第一妇婴保健院,7200,310115,沪南路550号
"[[121.41778392, 31.19202337500002]]",3,复旦大学附属华山医院伽玛刀中心,7200,310104,吴中东路518边门
"[[121.40784252, 31.192125525000034]]",3,尊然医院,7200,310112,张虹路123号
"[[121.54537619999996, 31.192157880000046]]",3,上海市第一妇婴保健院－住院楼,7200,310115,
"[[121.54651884, 31.192201169999986]]",3,安达医院－高压氧治疗中心,7204,310115,沪南路468
"[[121.69802555999999, 31.19222232000005]]",3,浦东新区人民医院－科教楼,7204,310115,川环南路490号
"[[121.54635900000002, 31.192380675000006]]",3,上海安达医院－住院部,7204,310115,沪南路468
"[[121.54635900000002, 31.192380675000006]]",3,上海安达医院－医技中心,7204,310115,沪南路468
"[[121.69901393999996, 31.192410599999995]]",3,浦东新区人民医院－住院部,7204,310115,
"[[121.54699440000002, 31.192512479999987]]",3,上海安达医院－门诊,7204,310115,沪南路468
"[[121.44884220000002, 31.19257988999997]]",3,复旦大学附属肿瘤医院－住院部,7204,310104,东安路270号复旦大学附属肿瘤医院内
"[[121.54648662000001, 31.192731000000038]]",3,上海安达医院－健康体检,7204,310115,沪南路468
"[[121.41460692000004, 31.192827255000008]]",3,上海永浩护理院,7200,310104,中山西路1438
"[[121.54682376000002, 31.19292198000003]]",3,安达医院－肝炎肠道门诊,7204,310115,沪南路468
"[[121.41477738000003, 31.193037494999995]]",3,上海永浩门诊部,7204,310105,中山西路
"[[121.44924305999996, 31.193090460000025]]",3,复旦大学附属肿瘤医院－综合楼,7204,310104,东安路270号复旦大学附属肿瘤医院内
"[[121.36952231999999, 31.19318046000001]]",3,上海申德医院南门,7200,310105,虹桥路2281号
"[[121.44880223999999, 31.193219609999964]]",3,复旦大学附属肿瘤医院－5号楼,7204,310104,东安路270号复旦大学附属肿瘤医院内
"[[121.44933341999999, 31.193420489999976]]",3,复旦大学附属肿瘤医院－门诊,7204,310104,东安路270号复旦大学附属肿瘤医院内
"[[121.36982183999999, 31.193659889999978]]",3,上海申德医院－门诊,7204,310105,
"[[121.44840137999995, 31.19381864999997]]",3,复旦大学附属肿瘤医院磁共振（MRI）,7204,310104,东安路270号复旦大学附属肿瘤医院内
"[[121.44854160000001, 31.193848889999984]]",3,复旦大学附属肿瘤医院－6号楼,7204,310104,东安路270号复旦大学附属肿瘤医院内
"[[121.38374934000004, 31.193859015000022]]",3,武警医院体检中心,7204,310105,虹许路831号
"[[121.38374934000004, 31.193859015000022]]",3,武警上海总队医院－军人门诊,7204,310105,虹许路831号
"[[121.52650230000003, 31.193872020000033]]",3,上海交通大学医学院附属第九人民医院浦东分院,7200,310115,严镇路166号
"[[121.36926221999997, 31.19394010499998]]",3,申德医院－康复医学科,7204,310105,虹桥路2281号4层
"[[121.36926221999997, 31.19394010499998]]",3,上海申德医院－消化内镜,7204,310105,虹桥路2281号2层
"[[121.36926221999997, 31.19394010499998]]",3,申德医院－医学影像中心,7204,310105,虹桥路2281号2层
"[[121.36926221999997, 31.19394010499998]]",3,上海申德医院－康复区,7204,310105,虹桥路2281号3层
"[[121.44894245999996, 31.194019574999984]]",3,复旦大学附属肿瘤医院－核医学科,7204,310104,东安路270号复旦大学附属肿瘤医院内
"[[121.36974174000002, 31.194099585000032]]",3,上海申德医院,7200,310105,虹桥路2281边门
"[[121.38321959999999, 31.194438975000047]]",3,武警上海总队医院－住院部,7204,310105,虹许路831号
"[[121.38398874000004, 31.19447835000002]]",3,武警上海总队医院－门诊部,7204,310105,虹许路831号
"[[121.38398874000004, 31.19447835000002]]",3,武警上海总队医院－风湿科,7204,310105,虹许路831号
"[[121.38444845999996, 31.194517995000012]]",3,上海市医疗急救中心武警分站,7200,310105,虹许路831
"[[121.38444845999996, 31.194517995000012]]",3,武警上海市总队医院超级伽玛刀肿瘤治疗中心,7204,310105,虹许路831
"[[121.3843383, 31.194787860000048]]",3,武警上海总队医院－整形美容科,7204,310105,虹许路851临
"[[121.44563531999998, 31.19502320999998]]",3,上海计生所医院－门诊大楼,7204,310104,斜土路2120号
"[[121.6983843, 31.196459384999972]]",3,上海新川门诊部,7200,310115,新川路280
"[[121.36138217999996, 31.19791689000004]]",3,上海一〇八医院－烧伤科,7204,310105,哈密路1713号
"[[121.36138217999996, 31.19791689000004]]",3,上海一〇八医院－手外急诊,7204,310105,哈密路1713号
"[[121.36138217999996, 31.19791689000004]]",3,上海一〇八医院－中风科,7204,310105,哈密路1713号
"[[121.36248989999996, 31.19819490000004]]",3,上海一〇八医院－门诊,7204,310105,哈密路1713号
"[[121.36229027999997, 31.198315185000045]]",3,上海一〇八医院,7200,310105,哈密路1713号
"[[121.43376953999999, 31.19833039499997]]",3,国际和平妇幼保健院－门诊,7204,310104,华山路1961
"[[121.4507367, 31.198431329999973]]",3,肝肿瘤及心血管病综合楼沿街辅助用房,7204,310104,枫林路180号
"[[121.36225049999996, 31.19847520500005]]",3,上海一〇八医院－住院,7204,310105,哈密路1713号
"[[121.45255073999999, 31.198484655000033]]",3,复旦大学附属中山医院－肝肿瘤及心血管病综合楼,7204,310104,斜土路1591号
"[[121.36130226000003, 31.19858671500004]]",3,上海一〇八医院－体检楼,7204,310105,哈密路1713号
"[[121.44950405999998, 31.198589054999967]]",3,复旦大学附属中山医院－医疗综合楼,7204,310104,医学院路136号
"[[121.36211064000003, 31.19863535999998]]",3,上海一〇八医院－五官科,7204,310105,哈密路1711临
"[[121.44987486000002, 31.198639724999985]]",3,复旦大学附属中山医院－核医学科,7204,310104,枫林路180号
"[[121.50487890000005, 31.199138999999995]]",3,浦南医院西院－门诊部,7204,310115,浦东南路2400号
"[[121.42061064000004, 31.199226030000002]]",3,上海市胸科医院－PICC门诊,7204,310104,淮海西路243号上海市胸科医院
"[[121.44594636000005, 31.19923232999999]]",3,复旦（医大）奥医·360国际母婴健康中心,7200,310104,东安路100
"[[121.42049040000003, 31.199285789999973]]",3,上海市胸科医院－门诊注射室,7204,310104,淮海西路243号上海市胸科医院
"[[121.44873239999998, 31.199307389999984]]",3,复旦大学附属中山医院－医技综合楼,7204,310104,医学院路136号
"[[121.39666901999999, 31.199308110000043]]",3,民航上海医院,7200,310105,红宝石路388
"[[121.45029588000003, 31.199340240000037]]",3,上海市中山红十字医院,7200,310104,枫林路180号
"[[121.39634916, 31.19934824999999]]",3,上海天坛普华医院,7200,310105,红宝石路388
"[[121.39620929999998, 31.19937830999999]]",3,上海和德门诊部,7200,310105,红宝石路396
"[[121.42139237999996, 31.19938740000003]]",3,上海市胸科医院－住院部,7204,310104,淮海西路241号上海市胸科医院
"[[121.44963438000002, 31.19947897499997]]",3,复旦大学附属中山医院－外科大楼,7204,310104,医学院路136号
"[[121.39635906000002, 31.19949819000005]]",3,民航上海医院－航空体验中心,7204,310105,红宝石路
"[[121.39635906000002, 31.19949819000005]]",3,民航上海医院－整形美容外科,7204,310105,红宝石路388号
"[[121.44877254000002, 31.199537385000006]]",3,复旦大学附属中山医院－4号楼,7204,310104,医学院路136号
"[[121.50556128000002, 31.19955079500005]]",3,浦南医院西院－发热门诊,7204,310115,浦东南路
"[[121.42054044, 31.199635799999978]]",3,上海市胸科医院－门诊,7204,310104,淮海西路243
"[[121.42178315999996, 31.199648040000014]]",3,上海市胸科医院－住院部东区,7204,310104,淮海西路241号上海市胸科医院
"[[121.44996522000002, 31.199659514999986]]",3,复旦大学附属中山医院－手术室楼,7204,310104,医学院路136号
"[[121.44899303999998, 31.199797709999963]]",3,复旦大学附属中山医院－教学与辅助楼,7204,310104,医学院路136号
"[[121.5058122, 31.199841360000022]]",3,浦南医院西院－康复科,7204,310115,浦东南路2392临
"[[121.5058122, 31.199841360000022]]",3,浦南医院西院－肠道门诊,7204,310115,浦东南路2392临
"[[121.5058122, 31.199841360000022]]",3,浦南医院西院－肝炎门诊,7204,310115,浦东南路2392临
"[[121.44877254000002, 31.19988726]]",3,复旦大学附属中山医院－放疗科,7204,310104,医学院路136号
"[[121.50597275999996, 31.199961780000038]]",3,浦南医院西院特需门诊,7204,310115,浦东南路2388
"[[121.50597275999996, 31.199961780000038]]",3,浦南医院西院－口腔科,7204,310115,浦东南路2388号2楼
"[[121.50597275999996, 31.199961780000038]]",3,浦南医院西院－体检站,7204,310115,浦东南路2388号3楼
"[[121.50597275999996, 31.199961780000038]]",3,浦南医院西院－眼科,7204,310115,浦东南路2388号4楼
"[[121.39146233999996, 31.200010695]]",3,上海樱华门诊部,7200,310105,延安西路2558号
"[[121.44951414000002, 31.200048540000022]]",3,复旦大学附属中山医院－放射楼,7204,310104,医学院路136号
"[[121.44885282000001, 31.20012733499997]]",3,复旦大学附属中山医院－内科病房大楼,7204,310104,医学院路136号
"[[121.46932782, 31.200354630000035]]",3,黄浦区东南医院－门诊,7204,310101,瞿溪路1100
"[[121.39693866000002, 31.200377399999965]]",3,民航上海医院北门,7200,310105,虹桥路1448号
"[[121.46899697999999, 31.20049399500002]]",3,东南医院－体检中心,7204,310101,瞿溪路1100
"[[121.46888682000002, 31.20051379499997]]",3,黄浦区第二精神卫生中心－门诊部,7204,310101,瞿溪路1162
"[[121.44866237999997, 31.20054682500004]]",3,复旦大学附属中山医院－磁共振,7204,310104,医学院路111
"[[121.44866237999997, 31.20054682500004]]",3,上海逸仙医院,7200,310104,医学院路111号6层
"[[121.44866237999997, 31.20054682500004]]",3,复旦大学附属中山医院－A楼住院部,7204,310104,医学院路111
"[[121.44866237999997, 31.20054682500004]]",3,复旦大学附属中山医院－门诊,7204,310104,医学院路111
"[[121.69343303999996, 31.200676425000015]]",3,上海川沙天狮门诊部,7200,310115,川沙路4629弄51
"[[121.44889296000004, 31.20116706000002]]",3,复旦大学附属中山医院－急救,7204,310104,平江路
"[[121.42295586, 31.201189650000025]]",3,中国人民解放军第四五五医院－发热门诊,7204,310105,淮海西路
"[[121.44819131999998, 31.201485660000003]]",3,徐汇区牙病防治所二号楼,7204,310104,平江路244弄3
"[[121.42327662, 31.20153012000004]]",3,中国人民解放军第四五五医院－门诊部,7204,310105,淮海西路338号中国人民解放军第四五五医院
"[[121.48243541999997, 31.201757054999987]]",3,黄浦区传染病医院－肝炎门诊,7204,310101,铁道路135
"[[121.42330668, 31.201790084999967]]",3,中国人民解放军第四五五医院－门诊医技楼,7204,310105,淮海西路338号中国人民解放军第四五五医院
"[[121.42275552000004, 31.201799085]]",3,中国人民解放军第四五五医院－整形外科激光中心,7204,310105,淮海西路338号中国人民解放军第四五五医院
"[[121.42275552000004, 31.201799085]]",3,中国人民解放军第四五五医院－整形外科,7204,310105,淮海西路338号中国人民解放军第四五五医院
"[[121.42275552000004, 31.201799085]]",3,中国人民解放军第四五五医院－医疗美容科,7204,310105,淮海西路338号中国人民解放军第四五五医院
"[[121.42275552000004, 31.201799085]]",3,中国人民解放军第四五五医院－皮肤激光科,7204,310105,淮海西路338号中国人民解放军第四五五医院
"[[121.42275552000004, 31.201799085]]",3,中国人民解放军第四五五医院－毛发移植科,7204,310105,淮海西路338号中国人民解放军第四五五医院
"[[121.42378782000002, 31.201870949999996]]",3,中国人民解放军第四五五医院－肿瘤放疗科三病区,7204,310105,淮海西路338号中国人民解放军第四五五医院
"[[121.42386791999998, 31.202270954999964]]",3,中国人民解放军第四五五医院－肿瘤放疗伽马刀专科,7204,310105,淮海西路338号中国人民解放军第四五五医院
"[[121.42358730000004, 31.20254037000005]]",3,中国人民解放军第四五五医院－住院部,7204,310105,淮海西路338号中国人民解放军第四五五医院
"[[121.42293588000004, 31.202569170000036]]",3,中国人民解放军第四五五医院－男科门诊,7204,310105,淮海西路338号中国人民解放军第四五五医院
"[[121.42293588000004, 31.202569170000036]]",3,中国人民解放军第四五五医院－生物医学科,7204,310105,淮海西路338号中国人民解放军第四五五医院医技楼3楼
"[[121.42293588000004, 31.202569170000036]]",3,中国人民解放军第四五五医院－放射介入诊疗中心,7204,310105,淮海西路338号中国人民解放军第四五五医院
"[[121.42293588000004, 31.202569170000036]]",3,中国人民解放军第四五五医院－内镜诊疗中心,7204,310105,淮海西路338号中国人民解放军第四五五医院
"[[121.42293588000004, 31.202569170000036]]",3,中国人民解放军第四五五医院－胆道外科,7204,310105,淮海西路338号中国人民解放军第四五五医院
"[[121.42293588000004, 31.202569170000036]]",3,中国人民解放军第四五五医院－PET／CT高端体检中心,7204,310105,淮海西路338号中国人民解放军第四五五医院
"[[121.42293588000004, 31.202569170000036]]",3,中国人民解放军第四五五医院－医技楼,7204,310105,淮海西路338号中国人民解放军第四五五医院
"[[121.42409849999996, 31.202671230000043]]",3,中国人民解放军第四五五医院－妇科生殖病区,7204,310105,淮海西路338号中国人民解放军第四五五医院
"[[121.42409849999996, 31.202671230000043]]",3,中国人民解放军第四五五医院－骨科二病区,7204,310105,淮海西路338号中国人民解放军第四五五医院
"[[121.70835071999996, 31.203222254999982]]",3,浦东新区传染病医院－综合楼,7204,310115,华夏东路3018弄46号
"[[121.70791116000001, 31.20344266500001]]",3,浦东新区传染病医院－中医门诊,7204,310115,华夏东路3018弄46号
"[[121.70812086000004, 31.20348235500001]]",3,浦东新区传染病医院－肝科门诊,7204,310115,华夏东路3018弄46号
"[[121.7081709, 31.203612225000008]]",3,浦东新区传染病医院－肠道门诊,7204,310115,华夏东路3018弄46号
"[[121.70813093999998, 31.20371221500002]]",3,浦东新区传染病医院－皮肤性病门诊,7204,310115,华夏东路3018弄46号
"[[121.48305821999999, 31.204038465000014]]",3,上海交通大学医学院附属第九人民医院门诊医技综合楼,7200,310101,瞿溪路500号
"[[121.48185546000005, 31.204066275000006]]",3,上海交通大学医学院附属第九人民医院－体外震波碎石,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院2号楼
"[[121.48185546000005, 31.204066275000006]]",3,上海交通大学医学院附属第九人民医院－内科病房楼,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院2号楼
"[[121.48185546000005, 31.204066275000006]]",3,上海交通大学医学院附属第九人民医院－消化内科,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院2号楼
"[[121.48185546000005, 31.204066275000006]]",3,上海交通大学医学院附属第九人民医院－心脏科二病区,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院2号楼
"[[121.48185546000005, 31.204066275000006]]",3,上海交通大学医学院附属第九人民医院－烘疗室,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院2号楼
"[[121.48185546000005, 31.204066275000006]]",3,上海交通大学医学院附属第九人民医院－肾脏内科,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院2号楼
"[[121.48185546000005, 31.204066275000006]]",3,上海交通大学医学院附属第九人民医院－血液内科,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院2号楼
"[[121.48185546000005, 31.204066275000006]]",3,上海交通大学医学院附属第九人民医院－内分泌代谢科,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院2号楼
"[[121.48185546000005, 31.204066275000006]]",3,上海交通大学医学院附属第九人民医院－DSA,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院2号楼
"[[121.48185546000005, 31.204066275000006]]",3,上海交通大学医学院附属第九人民医院－心脏科一病区,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院2号楼
"[[121.48211610000001, 31.204106729999978]]",3,上海交通大学医学院附属第九人民医院－淋巴水肿治疗室2,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院2号楼
"[[121.48211610000001, 31.204106729999978]]",3,上海交通大学医学院附属第九人民医院－核医学科（同位素／呼气试验）,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院2号楼
"[[121.69193526000002, 31.204257254999998]]",3,上海安平医院－口腔科,7204,310115,川沙路4425弄8号
"[[121.48141463999998, 31.204285380000016]]",3,上海交通大学医学院附属第九人民医院－整复外科门诊,7204,310101,制造局路639号
"[[121.48141463999998, 31.204285380000016]]",3,上海交通大学医学院附属第九人民医院－放疗室,7204,310101,制造局路639号
"[[121.48141463999998, 31.204285380000016]]",3,上海交通大学医学院附属第九人民医院－病房楼,7204,310101,制造局路639号
"[[121.48141463999998, 31.204285380000016]]",3,上海交通大学医学院附属第九人民医院－口腔,7204,310101,制造局路639号
"[[121.48141463999998, 31.204285380000016]]",3,上海交通大学医学院附属第九人民医院－核医学科,7204,310101,制造局路639号
"[[121.48189559999999, 31.204306259999967]]",3,上海交通大学医学院附属第九人民医院－血液净化室,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院
"[[121.48189559999999, 31.204306259999967]]",3,上海交通大学医学院附属第九人民医院－5号病房大楼,7204,310101,制造局路639号
"[[121.48189559999999, 31.204306259999967]]",3,上海交通大学医学院附属第九人民医院－检验科,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院
"[[121.48189559999999, 31.204306259999967]]",3,上海交通大学医学院附属第九人民医院－胸外科,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院
"[[121.48189559999999, 31.204306259999967]]",3,上海交通大学医学院附属第九人民医院－耳鼻咽喉科,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院
"[[121.48189559999999, 31.204306259999967]]",3,上海交通大学医学院附属第九人民医院－日间病房,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院
"[[121.48189559999999, 31.204306259999967]]",3,上海交通大学医学院附属第九人民医院－神经内科,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院
"[[121.43303819999997, 31.204377000000047]]",3,上海市文艺医院－门诊部,7204,310104,天平路46
"[[121.48096355999996, 31.204424519999982]]",3,上海交通大学医学院附属第九人民医院－发热门诊,7204,310101,制造局路651
"[[121.69217484000004, 31.204486709999976]]",3,上海安平医院,7200,310115,川沙路4425弄8号
"[[121.43306843999997, 31.204636964999974]]",3,上海文艺医院,7200,310104,天平路40
"[[121.51386036000002, 31.20471265500002]]",3,上海广济康复医学门诊部,7200,310115,临沂北路265
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－门诊部,7204,310101,制造局路639号
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－急诊一病区,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－儿科门急诊,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－眼科,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－门急诊注射,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－治疗室,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－泌尿外科,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－激光美容门诊,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－心肺功能科,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－门急诊检验科,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－妇科,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－耳鼻咽喉科,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－内科,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－康复医学科,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－门诊手术室,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－眼科检查室,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－神经外科,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－病理科,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－中医伤科,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－眼科手术室,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－近视眼激光,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－老年病科,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－疼痛门诊,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－针灸科,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－药离子治疗室,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－急诊二病区,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－血管外科,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－内窥镜室,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－呼吸内科病区,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－胸外科,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－普外科,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－中医内科,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－长皮膏科,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－门急诊输液大厅,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－特需门诊,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－神经内科,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－辅助生殖科,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－皮肤科,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－超声诊断科,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院10号楼
"[[121.4810037, 31.204744469999987]]",3,上海交通大学医学院附属第九人民医院－10号楼门急诊大楼,7204,310101,制造局路639号
"[[121.48162505999998, 31.205035484999996]]",3,上海交通大学医学院附属第九人民医院－CT,7204,310101,制造局路639号上海交通大学医学院附属第九人民医院7号楼
