Point,Type,NAME,KIND,TELEPHONE,ADMINCODE,ADDRESS
"[[121.56469290000004, 31.23282879]]",6,曲阜路站2号口,8301,,310115,内环高架路
"[[121.41858834000001, 31.232860829999986]]",6,曲阜路站3号口,8082,,310107,曹杨路
"[[121.47211170000001, 31.23293053499998]]",6,丰庄站3号口,8082,,310101,西藏中路185
"[[121.46257655999995, 31.23296288999999]]",6,汉中路站1号口,8301,,310106,南北高架路
"[[121.46241654000004, 31.233122639999976]]",6,曲阜路站4号口,8301,,310106,南北高架路
"[[121.40645184000002, 31.233168540000044]]",6,丰庄站4号口,8082,,310107,中山北路3300号上海环球港地下1层
"[[121.40753417999994, 31.23339048000002]]",6,曲阜路站5号口,8082,,310107,宁夏路
"[[121.47112997999997, 31.23357867000005]]",6,曲阜路站1号口,8082,,310101,人民大道100号1930风情街·名品坊地下1层
"[[121.47150294, 31.23385020000004]]",6,丰庄站6号口,8082,,310101,西藏中路205
"[[121.38860916000003, 31.23385451999996]]",6,丰庄站5号口,8082,,310107,金沙江路
"[[121.39097741999996, 31.23392314500004]]",6,白鹤出口,8082,,310107,金沙江路
"[[121.37729111999998, 31.233924449999968]]",6,天潼路站3号口,8082,,310107,金沙江路
"[[121.46673132, 31.23407668500004]]",6,天潼路站5号口,8082,,310101,南京西路95
"[[121.40890721999995, 31.234172714999993]]",6,泰同栈渡口,8082,,310107,凯旋北路
"[[121.40860661999994, 31.234252139999995]]",6,扬子江一号码头,8082,,310107,凯旋北路
"[[121.37818014, 31.23431343]]",6,其昌栈码头,8082,,310107,金沙江路
"[[121.47126408000005, 31.234340250000002]]",6,苏州出口,8082,,310101,西藏中路225
"[[121.47180678000001, 31.234371885000044]]",6,其昌栈渡口,8082,,310101,西藏中路268
"[[121.48870716, 31.234400999999963]]",6,苏州河旅游码头,8180,,310101,中山东二路（外滩）141
"[[121.37741117999997, 31.234424265000023]]",6,天潼路站6号口,8082,,310107,金沙江路
"[[121.46705478000001, 31.23446823000002]]",6,德平路站2号口,8082,,310101,南京西路85
"[[121.51200852, 31.234707675000024]]",6,镇坪路出口,8082,,310115,世纪大道
"[[121.53029759999995, 31.234757669999986]]",6,天潼路站1号口,8082,,310115,张杨路
"[[121.43840202000001, 31.234836330000014]]",6,德平路站3号口,8082,,310106,常德路
"[[121.47009083999995, 31.234857660000003]]",6,德平路站1号口,8082,,310101,西藏中路305
"[[121.47153821999999, 31.23494198999996]]",6,镇坪路站6号口,8082,,310101,汉口路
"[[121.43887308, 31.234957154999975]]",6,德平路站4号口,8082,,310106,常德路
"[[121.46730822000004, 31.234959720000006]]",6,镇坪路站2号口,8082,,310101,南京西路69
"[[121.5308862, 31.23496831500001]]",6,镇坪路站3号口,8082,,310115,张杨路
"[[121.46929775999998, 31.23500557499998]]",6,镇坪路站5号口,8082,,310101,西藏中路325
"[[121.56345125999997, 31.23518670000005]]",6,上海火车站地铁站5号口,8301,,310115,内环高架路
"[[121.47061536000001, 31.235299874999995]]",6,镇坪路站7号口,8082,,310101,西藏中路295
"[[121.46902811999996, 31.235365349999995]]",6,上海水上公安局公安码头,8082,,310101,九江路915
"[[121.51015938000003, 31.235394194999984]]",6,中山北路出口,8082,,310115,世纪大道
"[[121.52960064000003, 31.235516639999993]]",6,上海火车站地铁站3号口,8082,,310115,
"[[121.53111624000002, 31.235648399999967]]",6,上海火车站地铁站4号口（1号线）,8082,,310115,张杨路
"[[121.51222992000001, 31.235649075000026]]",6,镇坪路站4号口,8082,,310115,世纪大道789号
"[[121.46807519999999, 31.235713109999992]]",6,民生路渡口,8082,,310101,南京西路65
"[[121.43761074, 31.235764770000003]]",6,上海火车站地铁站2号口（1号线）,8082,,310106,常德路857
"[[121.46936184000003, 31.235817014999974]]",6,上海港国际客运中心,8082,,310101,南京西路
"[[121.4695728, 31.23582767999997]]",6,上海火车站地铁站6号口,8082,,310101,南京西路
"[[121.46992524000002, 31.235988914999986]]",6,上海火车站地铁站2号口（3号线／4号线）,8082,,310101,西藏中路
"[[121.51044486000004, 31.23612620999998]]",6,上海火车站地铁站1号口（1号线）,8082,,310115,世纪大道771
"[[121.43688966000002, 31.23627344999999]]",6,上海火车站出口,8082,,310106,昌平路
"[[121.46934402, 31.236307739999987]]",6,曹安公路出口,8082,,310101,南京西路19
"[[121.40821584000004, 31.237300349999963]]",6,上海港国际客运中心1号门,8301,,310107,内环高架路
"[[121.53906539999994, 31.237647299999978]]",6,上海港国际客运中心1号游艇码头,8082,,310115,张杨路
"[[121.53970386000002, 31.23784799999998]]",6,上海港国际客运中心北门,8082,,310115,张杨路
"[[121.47817464000002, 31.23820633500005]]",6,上海火车站地铁站1号口（3号线／4号线）,8082,,310101,九江路
"[[121.47841620000003, 31.238307180000042]]",6,公平路渡口,8082,,310101,山西南路128
"[[121.53953501999999, 31.23839767499998]]",6,秦皇岛路渡口,8082,,310115,张杨路
"[[121.41374814000002, 31.238859960000042]]",6,昌化路码头,8082,,310107,曹杨路
"[[121.37863140000003, 31.238912699999965]]",6,上海港国际客运中心4号门,8301,,310107,中环路
"[[121.47851969999996, 31.238968544999963]]",6,上海火车站地铁站4号口（3号线／4号线）,8082,,310101,南京东路380
"[[121.36299155999997, 31.239049725000022]]",6,云山路站2号口,8082,,310107,金沙江路
"[[121.47983675999996, 31.23916267500004]]",6,真如站2号口,8082,,310101,山东中路
"[[121.49864514000001, 31.23930762000004]]",6,国际客运中心站4号口,8082,,310115,
"[[121.36232250000003, 31.23932044500004]]",6,秦皇岛路码头,8082,,310107,金沙江路
"[[121.48009037999998, 31.23966419999997]]",6,浦东大道出口,8082,,310101,南京东路300号
"[[121.49889894000003, 31.239779084999974]]",6,沪宁出口,8082,,310115,世纪大道61
"[[121.41236519999998, 31.239817065000004]]",6,嘉松公路出口,8082,,310107,曹杨路
"[[121.49853696000002, 31.239908235]]",6,东码头,8082,,310115,世纪大道61
"[[121.41276606000002, 31.240167704999976]]",6,真如站5号口,8082,,310107,曹杨路
"[[121.48051482000002, 31.240196235000028]]",6,云山路站3号口,8082,,310101,河南中路
"[[121.47992226000002, 31.240274625000026]]",6,云山路站1号口,8082,,310101,河南中路
"[[121.49845811999998, 31.240278585]]",6,国际客运中心站1号口,8082,,310115,世纪大道61
"[[121.46495148, 31.240321244999976]]",6,云山路站4号口,8082,,310101,温州路
"[[121.41138312, 31.240375109999995]]",6,真如站1号口,8082,,310107,中山北路3018号长城·弘基广场地下1层
"[[121.41080189999997, 31.24059394499998]]",6,宝山路站2号口,8301,,310107,内环高架路
"[[121.46407883999998, 31.240679265000026]]",6,华江路出口,8082,,310101,新闸路219号
"[[121.33406339999999, 31.240703115000045]]",6,四川北路站3号口,8180,,310114,
"[[121.41299664000002, 31.240747935000023]]",6,杨树浦路站2号口,8082,,310107,凯旋北路
"[[121.54782366000003, 31.240866824999998]]",6,宝山路站1号口,8082,,310115,张杨路
"[[121.49751402000003, 31.24092685499999]]",6,上海船厂总部码头,8082,,310115,陆家嘴环路
"[[121.41331739999998, 31.240928430000032]]",6,四川北路站4号口,8082,,310107,凯旋北路993轻轨
"[[121.46297525999998, 31.241016585000047]]",6,四川北路站2号口,8082,,310101,新闸路249甲
"[[121.49721252000003, 31.241046150000003]]",6,中兴路站3号口,8082,,310115,陆家嘴环路
"[[121.54852187999998, 31.241157569999984]]",6,四川北路站1号口,8082,,310115,张杨路
"[[121.48021781999996, 31.241166885000048]]",6,歇浦路渡口,8082,,310101,宁波路
"[[121.43446217999998, 31.241524589999976]]",6,杨树浦路站4号口,8082,,310107,新会路
"[[121.72162518000003, 31.241649915000046]]",6,东方渔人码头,8301,,310115,G1501-上海绕城高速公路
"[[121.51549799999998, 31.241673405000036]]",6,中兴路站2号口,8082,,310115,浦东大道320临
"[[121.43312675999998, 31.241731005000005]]",6,提篮桥站3号口,8082,,310107,长寿路
"[[121.54838309999997, 31.241747250000017]]",6,中兴路站4号口,8082,,310115,张杨路
"[[121.51492776000003, 31.242122820000006]]",6,提篮桥站4号口,8082,,310115,浦东大道
"[[121.32923310000001, 31.242650669999982]]",6,中兴路站1号口,8082,,310114,金沙江西路
"[[121.31277875999999, 31.242710654999968]]",6,光新路出口,8082,,310114,金沙江西路
"[[121.3161723, 31.242745304999993]]",6,提篮桥站1号口,8082,,310114,金沙江西路
"[[121.492476, 31.242785039999994]]",6,中潭路站3号口,8180,,310115,滨江大道2852号
"[[121.31437571999996, 31.24278818999999]]",6,中潭路站5号口,8082,,310114,金沙江西路
"[[121.51507517999998, 31.24293299999998]]",6,中潭路站4号口,8082,,310115,东方路68临
"[[121.33089953999996, 31.242937545000004]]",6,中潭路站2号口,8082,,310114,金沙江西路
"[[121.31746938000003, 31.24295275500002]]",6,中潭路站6号口,8082,,310114,金沙江西路
"[[121.33249632000002, 31.243034655000045]]",6,中潭路站1号口,8082,,310114,金沙江西路
"[[121.40718408000002, 31.24308649499998]]",6,岚皋路站4号口,8082,,310107,曹杨路
"[[121.31224955999997, 31.243131270000042]]",6,岚皋路站3号口,8082,,310114,金沙江西路
"[[121.45853376000002, 31.243136984999985]]",6,岚皋路站2号口,8301,,310106,南北高架路
"[[121.55926607999999, 31.24313968500003]]",6,桃浦路出口,8301,,310115,内环高架路
"[[121.32916326, 31.243190489999968]]",6,铜川路出口,8082,,310114,金沙江西路
"[[121.31312796, 31.24321992000001]]",6,岚皋路站1号口,8082,,310114,金沙江西路
"[[121.31515421999997, 31.24324683000001]]",6,岚皋路站5号口,8082,,310114,金沙江西路
"[[121.3142958, 31.24327815000003]]",6,宁国路渡口,8082,,310114,金沙江西路
"[[121.45523958000004, 31.24345792499998]]",6,金桥路站2号口,8082,,310108,长安路
"[[121.45852547999996, 31.24351755000003]]",6,沪太路出口,8301,,310108,南北高架路
"[[121.33175778, 31.243535730000026]]",6,金桥路站3号口,8082,,310114,金沙江西路
"[[121.4552304, 31.243628160000036]]",6,金桥路站1号口,8082,,310108,梅园路
"[[121.55872536000001, 31.243709024999973]]",6,大连路站6号口,8301,,310115,内环高架路
"[[121.40587116000002, 31.24372387500005]]",6,金桥路站4号口,8082,,310107,曹杨路
"[[121.45339241999997, 31.243793085]]",6,大连路站3号口,8082,,310108,
"[[121.35198743999996, 31.243821480000044]]",6,中山北路站2号口,8082,,310114,金沙江路
"[[121.40729442, 31.24386643500003]]",6,大连路站2号口,8082,,310107,曹杨路
"[[121.4675505, 31.24398451500003]]",6,海伦路站5号口,8082,,310108,西藏北路
"[[121.46666651999996, 31.244022000000022]]",6,大连路站5号口,8082,,310108,曲阜西路
"[[121.35063941999998, 31.24417292999999]]",6,海伦路站2号口,8082,,310114,金沙江路
"[[121.45347503999997, 31.24427409000001]]",6,海伦路站3号口,8082,,310108,汉中路
"[[121.46644710000001, 31.24440193500002]]",6,大连路站4号口,8082,,310108,曲阜西路
"[[121.34934126000005, 31.244524335000023]]",6,大连路站1号口,8082,,310114,金沙江路
"[[121.46820624, 31.24455727499999]]",6,东宝兴路站2号口,8082,,310108,曲阜路
"[[121.467384, 31.244925464999994]]",6,中山北路站4号口,8082,,310108,西藏北路166号
"[[121.34978081999999, 31.245113835000033]]",6,中山北路站1号口,8082,,310114,金沙江路
"[[121.34925161999999, 31.245174404999986]]",6,海伦路站1号口,8082,,310114,金沙江路
"[[121.14232109999999, 31.24543365000003]]",6,金海路出口,8301,,310118,G1501-上海绕城高速公路
"[[121.47853104000002, 31.24580922000002]]",6,海伦路站7号口,8082,,310109,天潼路
"[[121.47767748000001, 31.24592693999999]]",6,临平路站3号口,8082,,310108,天潼路
"[[121.50154584000002, 31.24605658499997]]",6,宜川公园－游船码头,8180,,310115,浦东南路
"[[121.48918272, 31.246080569999997]]",6,东宝兴路站1号口,8180,,310109,扬子江路
"[[121.51663398, 31.246214669999993]]",6,临平路站2号口,8180,,310115,滨江大道1658号
"[[121.38282881999996, 31.24635768000001]]",6,临平路站4号口,8301,,310107,中环路
"[[121.51510578000003, 31.24640308500004]]",6,临平路站1号口,8180,,310115,东方路1号
"[[121.48418052000001, 31.246406549999968]]",6,上海西站地铁站1号口,8180,,310109,北苏州路111
"[[121.47744060000004, 31.246847684999963]]",6,上海西站地铁站4号口,8082,,310108,河南北路
"[[121.42086264, 31.247023679999963]]",6,西藏北路站3号口,8301,,310107,内环高架路
"[[121.55971787999998, 31.247039834999967]]",6,博兴路站1号口,8082,,310115,张杨路
"[[121.42164743999999, 31.24725628500002]]",6,新村路站2号口,8301,,310107,内环高架路
"[[121.47801515999997, 31.24727001]]",6,金海路站1号口,8082,,310109,河南北路
"[[121.55940738000004, 31.24752925499996]]",6,金海路站2号口,8082,,310115,张杨路
"[[121.56066954000002, 31.247590859999995]]",6,西藏北路站2号口,8082,,310115,张杨路
"[[121.42717704000002, 31.247973495000032]]",6,金海路站3号口,8082,,310107,
"[[121.56017868, 31.248000090000012]]",6,西藏北路站4号口,8082,,310115,张杨路
"[[121.42521863999998, 31.248178109999998]]",6,江浦公园站3号口,8082,,310107,
"[[121.42513872000004, 31.248257985000038]]",6,西藏北路站1号口,8082,,310107,凯旋北路203轻轨
"[[121.42785167999997, 31.248305955000006]]",6,博兴路站2号口,8082,,310107,
"[[121.45162572, 31.248525330000042]]",6,新村路站1号口,8082,,310108,
"[[121.42679796, 31.24857330000001]]",6,江浦公园站2号口,8082,,310107,
"[[121.44475349999999, 31.248615510000043]]",6,江浦公园站4号口,8180,,310107,西苏州路1216号
"[[121.45848911999997, 31.248715544999968]]",6,西藏北路出口,8301,,310108,南北高架路
"[[121.14214974000002, 31.24872144000001]]",6,江浦公园站1号口,8301,,310118,G1501-上海绕城高速公路
"[[121.45060224000005, 31.248852884999962]]",6,临青路出口,8082,,310108,秣陵路228
"[[121.45162859999996, 31.249166354999964]]",6,安亭出口,8082,,310108,民立路33
"[[121.42716263999998, 31.249225394999968]]",6,延长路出口,8082,,310107,镇坪路
"[[121.53321089999996, 31.24943180999999]]",6,邮电新村站2号口,8180,021-55212541,310115,民生路2号附近
"[[121.45097682000004, 31.24946492999998]]",6,李子园站2号口,8082,,310108,
"[[121.4930502, 31.249597320000007]]",6,李子园站3号口,8180,021-61818000,310109,东大名路500号
"[[121.45285655999996, 31.24965064499998]]",6,邮电新村站1号口,8082,,310108,
"[[121.45285655999996, 31.24965064499998]]",6,宁国路站4号口,8082,,310108,
"[[121.45117968000004, 31.249886175000015]]",6,李子园站1号口,8082,,310108,
"[[121.45854491999998, 31.24994764500004]]",6,古浪路出口,8301,,310108,南北高架路
"[[121.37945454000001, 31.250021174999993]]",6,宁国路站1号口,8301,,310107,G2-沪蓉高速公路
"[[121.49385839999998, 31.250110455000012]]",6,金桥路渡口,8180,,310109,东大名路558～678
"[[121.71576744000004, 31.250640015000037]]",6,宁国路站3号口,8301,,310115,G1501-上海绕城高速公路
"[[121.49956817999998, 31.25075723999997]]",6,上海国际时尚中心－游艇码头,8180,,310109,东大名路800号
"[[121.49601876000003, 31.251218490000028]]",6,和平公园－电动船租赁,8180,,310109,东大名路600
"[[121.45418100000003, 31.251427289999988]]",6,虹口足球场站2号口（8号线）,8082,,310108,
"[[121.50328013999999, 31.251621060000033]]",6,宁国路站2号口,8180,021-33767728,310109,公平路1
"[[121.51223603999999, 31.251680235000045]]",6,虹口足球场站1号口（8号线）,8180,021-65352061,310109,秦皇岛路
"[[121.44387366000004, 31.251757859999984]]",6,邮电新村站4号口,8180,,310107,宜昌路
"[[121.49887643999995, 31.251766544999988]]",6,虹口足球场站3号口（8号线）,8180,,310109,高阳路77
"[[121.45319801999997, 31.251805019999978]]",6,周家嘴路出口,8082,,310108,
"[[121.56801192000003, 31.251828869999997]]",6,虹口足球场站3号口（3号线）,8082,,310115,云山路
"[[121.40311662000002, 31.25188678499999]]",6,虹口足球场站2号口（3号线）,8082,,310107,曹杨路
"[[121.49244683999999, 31.252069395]]",6,延长路站3号口,8082,,310109,东长治路
"[[121.51418183999996, 31.252102244999968]]",6,广中路出口,8180,,310110,秦皇岛路32号
"[[121.54818887999997, 31.25212505999999]]",6,祁连山路站2号口,8301,,310115,内环高架路
"[[121.38608681999997, 31.252173795000026]]",6,延长路站2号口,8301,,310107,中环路
"[[121.21179534000002, 31.252356764999973]]",6,祁连山路站3号口,8301,,310118,G2-沪蓉高速公路
"[[121.51257354000003, 31.252390605000024]]",6,鲁迅公园－游船码头,8180,,310110,秦皇岛路32号
"[[121.40212716000003, 31.252486995000005]]",6,祁连山路站1号口,8082,,310107,铜川路
"[[121.56796187999997, 31.252588514999964]]",6,祁连山路站5号口,8082,,310115,张杨路
"[[121.56905375999997, 31.252659885000007]]",6,祁连山路站4号口,8082,,310115,张杨路
"[[121.49451486000004, 31.25277652499998]]",6,悍马海战船,8082,,310109,东长治路
"[[121.20290082000002, 31.252822965]]",6,延长路站4号口,8301,,310118,G2-沪蓉高速公路
"[[121.56843258, 31.252909005000014]]",6,虹口足球场站1号口（3号线）,8082,,310115,张杨路
"[[121.40293644000002, 31.25316617999998]]",6,五莲路站1号口,8082,,310107,铜川路
"[[121.47130079999997, 31.253299920000032]]",6,五莲路站2号口,8082,,310108,交通路73临
"[[121.33020978, 31.253343660000006]]",6,虹口足球场站4号口（3号线）,8301,,310114,G2-沪蓉高速公路
"[[121.47959052000002, 31.253364090000012]]",6,定海桥渡口,8082,,310109,武进路
"[[121.51333872000001, 31.253821425000012]]",6,鞍山新村站3号口,8082,,310110,杨树浦路
"[[121.47249959999996, 31.253954400000005]]",6,大华三路站2号口,8082,,310108,交通路
"[[121.51524654000004, 31.254023475000032]]",6,鞍山新村站2号出口,8180,,310110,杨树浦路468
"[[121.47984486000001, 31.254045885000025]]",6,鞍山新村站4号口,8082,,310109,四川北路
"[[121.48022700000001, 31.25412710999999]]",6,鞍山新村站1号口,8082,,310109,四川北路
"[[121.46436342000001, 31.254501644999984]]",6,四平路站3号口,8082,,310108,西藏北路
"[[121.48030925999998, 31.254538004999972]]",6,大华三路站3号口,8082,,310109,四川北路1350号
"[[121.54280292000001, 31.25480953499997]]",6,大华三路站1号口,8180,,310115,歇浦路1号
"[[121.51217915999999, 31.254910334999963]]",6,隆昌路站3号口,8082,,310109,大连路69临
"[[121.52764313999998, 31.254986430000038]]",6,四平路站2号口,8180,021-55610388,310110,江浦路
"[[121.46513022000003, 31.25518492500003]]",6,江浦路站2号口,8082,,310108,中兴路
"[[121.50187253999997, 31.25520967500004]]",6,江浦路站1号口,8082,,310109,东长治路
"[[121.46395536, 31.25536177500001]]",6,巨峰路出口,8082,,310108,中兴路
"[[121.50156186000001, 31.25566934999997]]",6,隆昌路站2号口,8082,,310109,东长治路
"[[121.46485157999999, 31.255765019999977]]",6,四平路站4号口,8082,,310108,西藏北路700
"[[121.43200607999998, 31.25587981499997]]",6,四平路站1号口,8301,,310107,内环高架路
"[[121.50339732, 31.256291249999997]]",6,武威路站2号口,8082,,310109,东长治路
"[[121.43637953999999, 31.25646342000003]]",6,大宁灵石公园游船码头,8082,,310107,远景路521临
"[[121.43649024000001, 31.25652385499997]]",6,隆昌路站1号口,8082,,310107,远景路521临
"[[121.43636982, 31.25653352999997]]",6,武威路站1号口,8082,,310107,远景路521临
"[[121.43722409999998, 31.25658608999997]]",6,曲阳路站5号口,8082,,310107,远景路501临
"[[121.43707344000003, 31.256605664999988]]",6,曲阳路站4号口,8082,,310107,远景路501临
"[[121.43720430000002, 31.256646119999964]]",6,武威路站4号口,8082,,310107,远景路501临
"[[121.41566406, 31.256759520000017]]",6,曲阳路站1号口,8082,,310107,铜川路68号弘基·时尚生活中心内
"[[121.41683909999998, 31.256992575000027]]",6,曲阳路站6号口,8082,,310107,铜川路
"[[121.41759059999998, 31.257643230000042]]",6,黄兴路站3号口,8082,,310107,
"[[121.38794495999997, 31.258090079999974]]",6,新江渡口,8301,,310107,中环路
"[[121.3877952, 31.25809025999999]]",6,黄兴路站4号口,8301,,310107,中环路
"[[121.41766854000002, 31.258301759999995]]",6,上海马戏城站3号口,8082,,310107,
"[[121.41655271999998, 31.258348200000015]]",6,上海马戏城站2号口,8082,,310107,
"[[121.53832650000001, 31.258514475000005]]",6,汽车博览公园游船码头,8180,021-33767766,310110,宁国南路1号
"[[121.57763813999998, 31.258888784999982]]",6,万狮渡口,8082,,310115,张杨北路
"[[121.44048209999998, 31.259070044999966]]",6,黄兴路站1号口,8301,,310107,内环高架路
"[[121.5771273, 31.259208015000013]]",6,真南路出口,8082,,310115,张杨北路
"[[121.57803882, 31.25936911500002]]",6,金京路站3号口,8082,,310115,张杨北路
"[[121.50842976000001, 31.259466945000035]]",6,金京路站2号口,8082,,310109,长阳路
"[[121.57758810000001, 31.259688434999973]]",6,爱国路站2号口,8082,,310115,张杨北路
"[[121.50818964000004, 31.259926754999974]]",6,爱国路站3号口,8082,,310109,长阳路355－1临
"[[121.45519314000002, 31.26013267500005]]",6,上海马戏城站1号口,8082,,310108,大统路1165临
"[[121.50922842, 31.260187889999997]]",6,巨峰路站4号口,8082,,310110,大连路
"[[121.48393769999998, 31.260689730000045]]",6,巨峰路站3号口,8082,,310109,四平路
"[[121.50869850000004, 31.260707415]]",6,杨高北路站3号口,8082,,310110,大连路
"[[121.48578611999999, 31.260904784999987]]",6,爱国路站4号口,8082,,310109,同嘉路
"[[121.48494192000004, 31.260932235000034]]",6,申江路站3号口,8082,,310109,四平路
"[[121.50781937999994, 31.260936510000036]]",6,申江路站1号口,8082,,310109,大连路539－2临
"[[121.50839862000001, 31.261047120000036]]",6,爱国路站1号口,8082,,310110,大连路516
"[[121.47601517999996, 31.261273874999972]]",6,上海马戏城站4号口,8082,,310109,东宝兴路369号丙
"[[121.45438439999998, 31.26137701499998]]",6,杨高北路站1号口,8082,,310108,大统路1286临
"[[121.45484646000003, 31.261478175]]",6,杨高北路站4号口,8082,,310108,大统路
"[[121.45151933999998, 31.261507829999964]]",6,巨峰路站5号口,8301,,310108,内环高架路
"[[121.48617420000004, 31.26158388000004]]",6,赤峰路站3号口,8082,,310109,同嘉路
"[[121.63989888000003, 31.261620195000027]]",6,巨峰路站1号口,8301,,310115,S20-外环高速公路
"[[121.48496658000003, 31.26194923499998]]",6,巨峰路站2号口,8082,,310109,四平路
"[[121.49572085999998, 31.26246394500003]]",6,复兴岛站3号口,8082,,310109,飞虹路
"[[121.43631797999997, 31.262498505000046]]",6,赤峰路站4号口,8180,,310107,宜川路99号
"[[121.47592967999998, 31.26262018499999]]",6,复兴岛站2号口,8082,,310109,东宝兴路369号
"[[121.49717904000002, 31.262875559999976]]",6,复兴岛站4号口,8082,,310109,舟山路623临
"[[121.35303971999998, 31.26293617500002]]",6,桃浦新村站2号口,8301,,310114,S20-外环高速公路
"[[121.49635967999998, 31.263324750000017]]",6,桃浦新村站1号口,8082,,310109,飞虹路
"[[121.49720837999996, 31.263775695000028]]",6,桃浦新村站4号口,8082,,310109,飞虹路
"[[121.39677180000004, 31.264476750000036]]",6,赤峰路站1号口,8082,,310107,桃浦路
"[[121.39562286, 31.26483742500003]]",6,朱家门码头,8082,,310107,
"[[121.46385869999999, 31.26515651999997]]",6,黄兴路出口,8082,,310108,中山北路288临
"[[121.58255412000003, 31.26518100000004]]",6,同济大学站2号口,8082,,310115,张杨北路
"[[121.41821556, 31.26521582999999]]",6,同济大学站1号口,8082,,310107,岚皋路980
"[[121.63465547999996, 31.26563540999998]]",6,东陆路站2号口,8082,,310115,金海路
"[[121.63440582000001, 31.265645715000034]]",6,杨浦公园－游船码头,8082,,310115,金海路
"[[121.4650224, 31.26577855500001]]",6,东陆路站1号口,8082,,310108,中山北路
"[[121.63458546000004, 31.265845425000037]]",6,东陆路站3号口,8082,,310115,金海路
"[[121.46374548000003, 31.265864370000003]]",6,同济大学站5号口,8082,,310108,中山北路
"[[121.51874105999998, 31.26606516000001]]",6,行知路站1号口,8082,,310110,长阳路
"[[121.46440752000001, 31.26621555000002]]",6,广中西路出口,8082,,310108,中山北路267临
"[[121.58240382000002, 31.266270270000014]]",6,行知路站2号口,8082,,310115,张杨北路
"[[121.41845279999998, 31.266313784999973]]",6,中山北二路出口,8082,,310107,新村路578
"[[121.51982034000002, 31.26653594999997]]",6,行知路站3号口,8082,,310110,江浦路
"[[121.51881108, 31.266605025000004]]",6,上海汽车城站2号口,8082,,310110,长阳路
"[[121.46542974000003, 31.266697094999984]]",6,上海汽车城站1号口,8301,,310108,内环高架路
"[[121.51987037999999, 31.267055789999993]]",6,上海汽车城站3号口,8082,,310110,长阳路
"[[121.53179250000002, 31.267765845000035]]",6,上海汽车城站4号口,8301,,310110,内环高架路
"[[121.16036915999999, 31.268792384999976]]",6,中山北一路出口,8301,,310114,G2-京沪高速公路
"[[121.45366908000004, 31.26961349999997]]",6,汶水路出口,8301,,310108,南北高架路
"[[121.48971605999999, 31.269865724999967]]",6,延吉中路站5号口,8082,,310109,四平路
"[[121.24111644, 31.270301325000034]]",6,曲阳公园－船码头,8301,,310114,G15-沈海高速公路
"[[121.38613109999999, 31.27041252]]",6,桃浦出口,8082,,310107,真南路
"[[121.38448248, 31.27073359500001]]",6,四平路出口,8082,,310107,真南路
"[[121.49073053999999, 31.27081945500001]]",6,延吉中路站4号口,8082,,310109,四平路
"[[121.63970898000002, 31.270886819999987]]",6,安亭站3号口,8301,,310115,S20-外环高速公路
"[[121.52883492000001, 31.270912289999963]]",6,安亭站2号口,8082,,310110,长阳路
"[[121.38548165999998, 31.27096282499997]]",6,安亭站4号口,8082,,310107,真南路
"[[121.38877889999995, 31.271150385000034]]",6,安亭站1号口,8301,,310107,中环路
"[[121.52857518, 31.271221980000007]]",6,延吉中路站3号口,8082,,310110,长阳路
"[[121.56357383999999, 31.271306130000042]]",6,国权路站3号口,8180,,310115,金桥路
"[[121.52986433999999, 31.271363055000045]]",6,大柏树站2号口,8082,,310110,长阳路
"[[121.55563025999999, 31.27140585000003]]",6,大柏树站3号口,8180,,310110,
"[[121.49845559999994, 31.271495895000022]]",6,延吉中路站7号口,8180,,310109,新港路60号和平公园内
"[[121.47431544, 31.27158854999996]]",6,万荣路出口,8082,,310109,花园路
"[[121.52939471999996, 31.27161253499999]]",6,广粤路出口,8082,,310110,长阳路
"[[121.47582221999997, 31.27164282000001]]",6,国权路站4号口,8082,,310109,四川北路
"[[121.49098956000003, 31.27184896500001]]",6,大柏树站1号口,8082,,310109,四平路
"[[121.47454277999998, 31.272307019999985]]",6,原平路出口,8082,,310109,
"[[121.52840544, 31.272471404999997]]",6,东靖路站1号口,8301,,310110,内环高架路
"[[121.47485220000002, 31.27268681999997]]",6,东靖路站2号口,8082,,310109,东江湾路446临
"[[121.47503291999996, 31.272707294999975]]",6,汶水路站3号口,8082,,310109,西江湾路
"[[121.45077737999998, 31.273044569999996]]",6,汶水路站2号口,8082,,310108,延长中路264
"[[121.47211728000002, 31.273077554999972]]",6,大场镇站2号口,8301,,310109,内环高架路
"[[121.15603097999997, 31.273102980000033]]",6,黄兴公园－游船码头,8301,,310114,G2-京沪高速公路
"[[121.37200794, 31.27317574500001]]",6,江场路出口,8082,,310107,金昌路
"[[121.45172022, 31.273336484999987]]",6,汶水路站4号口,8082,,310108,延长路
"[[121.37048981999999, 31.27333733999997]]",6,汶水路站1号口,8082,,310107,真南路
"[[121.47929640000001, 31.273368389999966]]",6,大场镇站3号口,8180,,310109,
"[[121.37316605999999, 31.273494119999974]]",6,昌吉东路站2号口,8082,,310107,真南路
"[[121.37231700000001, 31.273804845000015]]",6,大场镇站1号口,8082,,310107,祁连山路
"[[121.37067936000004, 31.273806734999994]]",6,昌吉东路站1号口,8082,,310107,真南路
"[[121.49825598000004, 31.273864965000016]]",6,曲阳路出口,8180,,310109,大连路1131号和平公园内
"[[121.45032054, 31.273930530000023]]",6,南翔出口,8082,,310108,共和新路
